time,open,high,low,close,volume
2025-10-17 09:00:00+00:00,149.78,150.544,149.604,150.385,87598
2025-10-17 13:00:00+00:00,150.386,150.594,150.161,150.409,87701
2025-10-17 17:00:00+00:00,150.408,150.65,150.366,150.65,30366
2025-10-19 21:00:00+00:00,150.469,150.983,150.382,150.91,33830
2025-10-20 01:00:00+00:00,150.908,151.204,150.516,150.6,35050
2025-10-20 05:00:00+00:00,150.601,150.833,150.498,150.586,54290
2025-10-20 09:00:00+00:00,150.584,150.86,150.274,150.676,53055
2025-10-20 13:00:00+00:00,150.677,150.853,150.412,150.682,53447
2025-10-20 17:00:00+00:00,150.682,150.828,150.628,150.766,18580
2025-10-20 21:00:00+00:00,150.707,150.854,150.472,150.656,23007
2025-10-21 01:00:00+00:00,150.658,151.244,150.527,151.077,44977
2025-10-21 05:00:00+00:00,151.078,151.678,150.866,151.612,80209
2025-10-21 09:00:00+00:00,151.612,152.176,151.596,152.028,62613
2025-10-21 13:00:00+00:00,152.031,152.091,151.458,151.858,81100
2025-10-21 17:00:00+00:00,151.857,151.974,151.819,151.926,22887
2025-10-21 21:00:00+00:00,151.898,151.962,151.605,151.63,21290
2025-10-22 01:00:00+00:00,151.624,151.874,151.488,151.76,31381
2025-10-22 05:00:00+00:00,151.76,151.952,151.621,151.69,56725
2025-10-22 09:00:00+00:00,151.69,151.97,151.653,151.93,59922
2025-10-22 13:00:00+00:00,151.931,152.048,151.506,151.766,76761
2025-10-22 17:00:00+00:00,151.766,152.013,151.604,151.964,35232
2025-10-22 21:00:00+00:00,151.944,152.264,151.824,152.153,21465
2025-10-23 01:00:00+00:00,152.152,152.578,152.116,152.415,24382
2025-10-23 05:00:00+00:00,152.416,152.65,152.321,152.609,40604
2025-10-23 09:00:00+00:00,152.61,152.794,152.458,152.536,37798
2025-10-23 13:00:00+00:00,152.538,152.799,152.478,152.72,54298
2025-10-23 17:00:00+00:00,152.72,152.77,152.495,152.596,21428
2025-10-23 21:00:00+00:00,152.587,152.676,152.474,152.648,15693
2025-10-24 01:00:00+00:00,152.649,152.916,152.638,152.892,29057
2025-10-24 05:00:00+00:00,152.892,153.064,152.754,152.95,40814
2025-10-24 09:00:00+00:00,152.95,152.997,152.235,152.675,50107
2025-10-24 13:00:00+00:00,152.674,153.021,152.596,152.842,63451
2025-10-24 17:00:00+00:00,152.842,152.9,152.75,152.882,18352
2025-10-26 21:00:00+00:00,152.858,153.178,152.833,152.892,26687
2025-10-27 01:00:00+00:00,152.891,153.166,152.654,153.14,31247
2025-10-27 05:00:00+00:00,153.141,153.258,152.744,152.822,48595
2025-10-27 09:00:00+00:00,152.822,152.897,152.566,152.842,47700
2025-10-27 13:00:00+00:00,152.843,153.196,152.808,152.995,50220
2025-10-27 17:00:00+00:00,152.996,153.096,152.762,152.88,22355
2025-10-27 21:00:00+00:00,152.862,152.885,152.396,152.498,17565
2025-10-28 01:00:00+00:00,152.497,152.514,151.852,151.876,39555
